title,description,coverImage,author,isbn,publisher,year,category,location,isHighlighted,isBorrowed,createdAt,updatedAt
"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.","Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Kelby Woodrough,987746350-4,Von and Sons,2006,Health,Shelf C3,false,true,"{""$date"":""2025-03-24T06:04:55.000Z""}","{""$date"":""2025-03-24T06:04:55.000Z""}"
Maecenas tincidunt lacus at velit.,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Corey Vaun,663972763-3,Cruickshank LLC,2002,Economics,Shelf B1,false,true,"{""$date"":""2025-01-26T21:46:36.000Z""}","{""$date"":""2025-01-26T21:46:36.000Z""}"
Maecenas rhoncus aliquam lacus.,"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Gilbertina Beadham,608474831-7,"Raynor, Schumm and Heathcote",2013,Science,Shelf A2,false,true,"{""$date"":""2025-07-06T00:12:41.000Z""}","{""$date"":""2025-07-06T00:12:41.000Z""}"
Mauris lacinia sapien quis libero.,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Henrieta Cusiter,528929628-X,"Erdman, Ledner and Predovic",2000,Health,Shelf C1,false,false,"{""$date"":""2025-07-24T09:08:33.000Z""}","{""$date"":""2025-07-24T09:08:33.000Z""}"
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Norrie Aindriu,097353884-8,Dibbert-Cole,1994,Sociology,Shelf C1,true,true,"{""$date"":""2025-09-17T01:17:58.000Z""}","{""$date"":""2025-09-17T01:17:58.000Z""}"
"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Christy Brawley,585169284-7,"Langosh, Bruen and Hodkiewicz",1989,Law,Shelf C1,false,false,"{""$date"":""2025-03-24T14:51:16.000Z""}","{""$date"":""2025-03-24T14:51:16.000Z""}"
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Norby Fleetham,522221167-3,Kuhn Group,1999,History,Shelf C1,false,true,"{""$date"":""2025-02-06T08:22:26.000Z""}","{""$date"":""2025-02-06T08:22:26.000Z""}"
Donec ut mauris eget massa tempor convallis.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Lusa Taffs,979378060-6,"Kiehn, Bauch and Durgan",1995,Geography,Shelf A1,true,true,"{""$date"":""2025-09-04T08:47:04.000Z""}","{""$date"":""2025-09-04T08:47:04.000Z""}"
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.","Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Rudyard Nesby,819923139-4,Paucek and Sons,2007,Law,Shelf A2,true,true,"{""$date"":""2025-10-15T06:30:31.000Z""}","{""$date"":""2025-10-15T06:30:31.000Z""}"
Integer a nibh.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Fredia Carwithim,589749252-2,Okuneva Inc,1999,Geography,Shelf B1,false,false,"{""$date"":""2025-06-26T13:55:32.000Z""}","{""$date"":""2025-06-26T13:55:32.000Z""}"
Curabitur at ipsum ac tellus semper interdum.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Jolynn Bembrick,804497847-X,"Macejkovic, Moore and Tremblay",2000,Literature,Shelf A1,true,false,"{""$date"":""2025-09-26T09:10:15.000Z""}","{""$date"":""2025-09-26T09:10:15.000Z""}"
Nulla ac enim.,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Emmie Sillwood,164529223-1,Kiehn-Witting,2003,Literature,Shelf C1,false,false,"{""$date"":""2025-05-09T05:39:22.000Z""}","{""$date"":""2025-05-09T05:39:22.000Z""}"
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Shayna Labbe,665333724-3,Lockman-Hudson,2000,Environment,Shelf A2,true,true,"{""$date"":""2025-08-01T21:01:48.000Z""}","{""$date"":""2025-08-01T21:01:48.000Z""}"
Mauris ullamcorper purus sit amet nulla.,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Rosalie Blaszczyk,057839932-6,Dibbert and Sons,2011,Health,Shelf C3,true,false,"{""$date"":""2024-11-26T13:32:25.000Z""}","{""$date"":""2024-11-26T13:32:25.000Z""}"
Pellentesque eget nunc.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Geoff Nannetti,430228970-8,"Block, Gutmann and Dooley",2003,Mathematics,Shelf B3,true,false,"{""$date"":""2025-02-05T03:51:37.000Z""}","{""$date"":""2025-02-05T03:51:37.000Z""}"
Etiam vel augue.,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Doreen Mawson,368243368-6,"White, Glover and Mayert",2007,Literature,Shelf A1,true,true,"{""$date"":""2024-11-21T02:09:50.000Z""}","{""$date"":""2024-11-21T02:09:50.000Z""}"
Fusce consequat.,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Kalli McIllroy,822205727-8,Kiehn-Runte,2010,Science,Shelf A1,true,true,"{""$date"":""2025-04-07T16:55:33.000Z""}","{""$date"":""2025-04-07T16:55:33.000Z""}"
Vivamus vel nulla eget eros elementum pellentesque.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Claudine Newell,670293682-6,Lubowitz-VonRueden,1993,Economics,Shelf B2,false,false,"{""$date"":""2024-11-26T10:58:12.000Z""}","{""$date"":""2024-11-26T10:58:12.000Z""}"
Donec dapibus.,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Kassey Greger,731194833-9,Larson and Sons,2007,Technology,Shelf A1,false,false,"{""$date"":""2024-12-27T20:45:28.000Z""}","{""$date"":""2024-12-27T20:45:28.000Z""}"
Nulla tempus.,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Russ Spillane,412676251-5,"Torphy, Gislason and Schuster",2010,Business,Shelf B1,false,false,"{""$date"":""2025-05-13T01:27:13.000Z""}","{""$date"":""2025-05-13T01:27:13.000Z""}"
Morbi porttitor lorem id ligula.,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Wallis Garretson,686241769-X,Cronin-Hansen,2005,Science,Shelf C2,false,true,"{""$date"":""2025-06-15T14:27:00.000Z""}","{""$date"":""2025-06-15T14:27:00.000Z""}"
Pellentesque ultrices mattis odio.,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Dulce Sivil,030066283-1,DuBuque-Moen,1994,Technology,Shelf B3,true,true,"{""$date"":""2025-03-04T03:04:48.000Z""}","{""$date"":""2025-03-04T03:04:48.000Z""}"
Proin at turpis a pede posuere nonummy.,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Cynde Clyant,546552246-1,"Turner, Torp and McLaughlin",2005,Geography,Shelf B3,true,false,"{""$date"":""2025-03-13T23:25:38.000Z""}","{""$date"":""2025-03-13T23:25:38.000Z""}"
Aenean lectus.,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Amanda Lindelof,736821219-6,Haag-Muller,2003,Medicine,Shelf A2,false,false,"{""$date"":""2025-04-12T08:38:21.000Z""}","{""$date"":""2025-04-12T08:38:21.000Z""}"
Cras non velit nec nisi vulputate nonummy.,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Neall Gaffney,217783284-5,Baumbach and Sons,2006,Geography,Shelf C3,false,true,"{""$date"":""2025-03-25T15:27:55.000Z""}","{""$date"":""2025-03-25T15:27:55.000Z""}"
